flow,measure,group,article,year,values,max_value
import,value,Wool,Goats' Wool or Hair. See Hair.,1881,"1,362,715",1362715
import,value,,"Chemical Manufactures and Products, unenumerated (in-cluding Carbide of Calcium) - - - - -",1897,"1,356,379",1356379
import,value,,"Chemical Manufactures and Products, unenumerated (including Carbide of Calcium)  . . . . .",1897,"1,356,379",1356379
import,value,"Chemical Manufactures and Products (other than Drugs, Dye-stuffs and Manures)",Unenumerated ||,1897,"1,356,379",1356379
import,value,,"Chemical Manufactures and Products, unenumerated - - - - -",1893,"1,355,646",1355646
reexport,value,,Bristol - - - - - - -,1899,"1,355,498",1355498
reexport,value,,Tau,1895,"1,353,471",1353471
reexport,value,,Tin . . . . .,1895,"1,353,471",1353471
reexport,value,,Newhaven -,1875,"1,353,054",1353054
export_uk,value,,"Pickles, Vinegar, Sauces, Condiments, preserved Fruits, andConfectionery - - - - -",1882,"1,350,763",1350763
import,quantity,,Currants,1877,"1,349,965",1349965
import,quantity,Fruit,Currents,1877,"1,349,965",1349965
import,quantity,,"Not Sawn or Split, including Teak",1868,"1,345,313",1345313
import,quantity,,"Wood and Timber:Not Sawn or Split, including Teak",1868,"1,345,313",1345313
export_uk,value,,"Copper, viz. :Unwrought in Ingot, Cake or Slab and Precipitate . . . . .",1895,"1,344,913",1344913
import,value,,"Watches, Complete - - - - -",1900,"1,339,949",1339949
import,quantity,,Hides :Raw,1873,"1,339,373",1339373
import,value,,",,",1898,"1,338,614",1338614
export_uk,value,Steam Engines; viz.,Other descriptions - - - - -,1895,"1,338,453",1338453
export_uk,quantity,,"Plate, Rough or Silvered",1894,"1,336,609",1336609
export_uk,quantity,,"Glass, viz :  Plate, Rough or Silvered - Square feet",1894,"1,336,600",1336600
export_uk,value,,Glass: Plate Square Feet,1894,"1,336,600",1336600
reexport,value,Wood and Timber,Woollen Manufactures - - - - -,1891,"1,336,411",1336411
reexport,value,Oil,Rice,1890,"1,332,557",1332557
import,value,,"Hemp, Dressed and Undressed, and Tow . . . . . Cwtts.",1884,"1,329,595",1329595
import,value,Skins and Furs,Goat - - - - -,1881,"1,323,117",1323117
import,value,Oils,Palm - - - - -,1895,"1,320,690",1320690
import,quantity,,"Woollen Yarn, For fancy purposes",1893,"1,320,619",1320619
import,value,"Fruit, Dried or Preserved, liable to Duty",Currants . . . . .,1900,"1,320,001",1320001
reexport,quantity,Seeds,"Garden, unenumerated",1893,"1,319,401",1319401
reexport,quantity,,"Iron and Steel, Wrought or Manufactured, Unenumerated",1881,"1,319,039",1319039
reexport,quantity,Metals,"Iron and Steel, Wrought or Manufactured, Unenumerated Cuts.",1881,"1,319,039",1319039
export_uk,value,,"Pickles, Vinegar, Sauces, Condiments, Pre-served Fruits and Confectionery, unenu-merated - - - - -",1897,"1,318,585",1318585
export_uk,value,,„ mixed with other materials - -,1899,"1,317,384|1,317,884",1317884
export_uk,value,"Woollen Tissues, viz.: Heavy, weighing above 11 oz. per square yard",",, mixed with other materials -",1899,"1,317,884",1317884
export_uk,quantity,Woollen Manufactures,Of other Sorts,1884,"1,316,576",1316576
import,quantity,,"Not Sawn or Split, including Teak",1869,"1,315,509",1315509
